"Address Verification Result. <br>(M (Matched) <br>N (Not Matched) <br>I (Problem with check) <br>U (Unable to check (not certified etc)) <br>P (Partial Match))","Resultaat van de adres verificatie  <br>(M (Matched) <br>N (Not Matched) <br>I (Problem with check) <br>U (Unable to check (not certified etc)) <br>P (Partial Match))"
"Adjust Qty","Passen hoeveelheid"
"Adjustment Discount","Adjustment Discount"
"Adjustment Fee","Adjustment Fee"
"After payment selection","Na het selecteren van de betaalmethode"
"Ajax authorization not supported.","Ajax toestemming niet ondersteund."
"Alias","Alias"
"Alias For Display","Voorbeeld Alias"
"Alias Id","Alias ID"
"Alias Token","Alias Token"
"All Customers","All Customers"
"Allow only 3DSecure transactions (Very strict)","Laat alleen 3D Secure transacties (zeer strenge)"
"Allowed Currencies","Allowed Currencies"
"Allowed currencies for this payment method","Toegestane valuta voor deze betaalmethode"
"Already registered?","Already registered?"
"Always Checkout as Guest","Always Checkout as Guest"
"American Express","American Express"
"Amount","Bedrag"
"Amount Incl. Tax","Amount Incl. Tax"
"An unkown error occurs. Details: '!details'.","Er is een onbekende fout opgetreden. Details: '!details'."
"Are you sure you want to cancel this order?","Are you sure you want to cancel this order?"
"Ask for the CVC","Vraag naar de CVC"
"At this point the PaRes-URL parameter must be given.","Op dit punt de parameter PaRes-URL moet worden gegeven."
"Author","Author"
"Authorization Amount","Autorisatie bedrag"
"Authorization Failed","Autorisatie mislukt"
"Authorization Method","Autorisatie Methode"
"Authorization is uncertain.","Autorisatie is onzeker"
"Authorized Status","Status van de vergunning"
"Await Notification","Await Notification"
"Awaiting confirmation","Awaiting confirmation"
"BIC","BIC"
"Bad signature format.","Bad signature format."
"Bank Location","Bank Locatie"
"Bank Name","Bank Naam"
"Bank account number","Bankrekeningnummer"
"Bank code number","Bankcode"
"Before payment selection","Vóór het selecteren van de betaalmethode"
"Billing Address","Billing Address"
"Billing Information","Billing Information"
"Billing address","Factuuradres"
"Brand Name","Brand Name"
"By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store.","By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store."
"CVC Code","CVC Code"
"CVN Check Result","Resultaat van de CVN Controle"
"CVN Check Result. <br>(M: CVV Matched), <br>(N: CVV Not Matched), <br>(I: CVV Not checked due to circumstances), <br>(U: CVV Not checked – issuer not certified), <br>(P: CVV Not Processed)","Resultaat van de CVN Controle <br>(M: CVV Matched), <br>(N: CVV Not Matched), <br>(I: CVV Not checked due to circumstances), <br>(U: CVV Not checked – issuer not certified), <br>(P: CVV Not Processed)"
"CVN Not Matched","CVN Niet geëvenaard"
"CVN Not Processed","CVN Niet Verwerkte"
"CVN Not checked - issuer not certified","CVN Niet gecontroleerd - emittent niet gecertificeerd"
"CVN Not checked due to circumstances","CVN Niet gecontroleerd door omstandigheden"
"CVN Result","Resultaat van de CVN"
"Cancel","Cancel"
"Cancel ID","Cancel ID"
"Cancel operation failed with message: !message","Annulering is mislukt met bericht: !message"
"Cancel pending orders when out of stock","Lopende orders te annuleren als het item is niet langer op voorraad."
"Cancel status","Cancel status"
"Canceled RealexCw","Canceled RealexCw"
"Canceling of this payment not possible!","Deze betaling kan niet worden geannuleerd!"
"Cancelled Status","Status van de annulering"
"Cannot update item quantity.","Kan product hoeveelheid niet bijwerken."
"Capture Amount","Capture Amount"
"Capture ID","Capture ID"
"Capture amount","Capture bedrag"
"Capture failed with message: !message","Capture is mislukt met bericht: !message"
"Capture information","Boekingsinformatie"
"Capture status","Capture status"
"Capture: Don't Close","Capture: Don't Close"
"Captured Amount","Opgenomen bedrag"
"Captured Status","Status van de Capture"
"Captures","Captures"
"Captures & Refunds","Captures & Refunds"
"Capturing","Boeking"
"Capturing / Settlement","Capturing / Settlement"
"Card Expiration","Kaart vervaldatum"
"Card Holder Name","Kaarthouder"
"Card Number","Kaartnummer"
"Carrier Title","Carrier Title"
"Check out faster","Check out faster"
"Check the delivery address","Controleer het afleveradres"
"Check to activate the external checkout.","Check to activate the external checkout."
"Checkout","Checkout"
"Checkout as Guest","Checkout as Guest"
"Checkout as a Guest or Register","Checkout as a Guest or Register"
"Checkout as a new customer","Checkout as a new customer"
"Checkout using your account","Checkout using your account"
"Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status","Selecteer 'Creatie na de bestelling' als u wilt dat een factuur wordt gecreëerd. De status van de bestelling is gebaseerd op de boeken van de status."
"Choose the strictness of your transactions relating to 3DSecure (Options are ordered by stricness).","Kies de striktheid van de transacties met betrekking tot 3DSecure (Opties zijn gerangschikt volgens de striktheid)."
"Choosing the encryption algorithm used for the signature. Realex recommend to use SHA1.","Het kiezen van de encryptie-algoritme dat wordt gebruikt voor de ondertekening. Realex beveelt SHA1 gebruiken."
"Company Commercial Number","Company Commerciële Nummer"
"Confirm Password","Confirm Password"
"Confirm with your acquire that they support recurring sequences of Realex Payments. At this point (2013) only HBOS and Streamline support this. Recurring sequence payments are a lower risk, you will get charged less.","Bevestigen met uw verwerven die ze ondersteunen terugkerende sequenties van Realex Payments. Op dit moment (2013) alleen HBOS en Streamline ondersteunen dit. Terugkerende reeks betalingen zijn een lager risico, zul je minder moest betalen."
"Continue","Voortzetten"
"Could not convert object of type '!type' to string.","Kan niet converteren object van het type '!type' naar een string."
"Could not find a brand for the given card number.","Kan een merk voor de opgegeven kaartnummer niet vinden."
"Could not find pressed button.","Kon ingedrukte knop niet vinden."
"Could not find template file at default location '!location'.","Kan template bestand niet vinden op standaard locatie '!location'."
"Could not find the payment method !paymentMethodName.","Kan de betaalmethode !paymentMethodName niet vinden."
"Could not load layout from URL !url. Reason: !reason","Kon layout niet laden van URL !url. Reden: !reason"
"Create Account","Create Account"
"Create New Order - Payment","Create New Order - Payment"
"Create a recurring payment, with an existing alias is not supported","Create a recurring payment, with an existing alias is not supported"
"Creating an account has many benefits:","Creating an account has many benefits:"
"Creation Date","Creation Date"
"Credit Card Brands","Credit Card Brands"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Credit memo's total must be positive.","Totale creditnota's moet positief zijn."
"Currency","Valuta"
"Current Configuration Scope:","Huidige omvang van de configuratie:"
"Customer Account","Customer Account"
"Customer Alias Management","Customer Alias Management"
"Customer successfully returned from RealexCw","De cliënt heeft met succes teruggekeerd van RealexCw."
"Customer successfully returned from Realex","Klant met succes terug uit Realex"
"Customer sucessfully returned from the RealexCw payment page.","Customer sucessfully returned from the RealexCw payment page."
"Customers","Customers"
"Customweb","Customweb"
"Date","Datum"
"Date of Birth","Geboortedatum"
"Day","Dag"
"Deactivate","Deactivate"
"Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest."
"Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email."
"Default Config","Standaardconfiguratie"
"Deferred","Uitgestelde"
"Deferred (authorization)","Deferred (authorization)"
"Deferred capturing","De vertraagde boeking"
"Deferred settlement","Vertraagde creatie"
"Define a maximal order total for this checkout to be available.","Define a maximal order total for this checkout to be available."
"Define a minimal order total for this checkout to be available.","Define a minimal order total for this checkout to be available."
"Delayed","Vertraagd"
"Delete","Verwijder"
"Delivery address","Afleveradres"
"Description","Beschrijving"
"Diners Club","Diners Club"
"Direct Debits","Direct Debits"
"Direct E-Banking","Direct E-Banking"
"Direct capture after order","Directe boeking"
"Directly after order","Direct na bestelling"
"Directly after order (sale)","Directly after order (sale)"
"Disabled","Invalide"
"Discount","Discount"
"Discount Amount","Kortingsbedrag"
"Do nothing (not recommended)","Niets doen (niet aanbevolen)"
"Do you wish to store your card information?","Do you wish to store your card information?"
"Don't change order status","Laat de order status niet veranderen."
"During authorization","Tijdens de autorisatie"
"ECI (Ecommerce Indicator)","ECI (Ecommerce Indicator)"
"ECI Value","ECI Waarde"
"ECommerce Indivator (ECI)","eCommerce Indicator (ECI)"
"Each valid transaction returnes a RealScore (0 - 100). RealScore is Realex???s proprietary Transaction Suitability Scoring (TSS) system. A transaction suitability score is a score assigned to a transaction based on rules configured by you, highlighting potentially suspicious transactions which can be flagged for review. Realscore can also be implemented with automatic transaction checking, where transactions which break certain predefined rules or which return a low score can be automatically declined. The TSS-value set here, acts as a lower bound for transactions. Each transaction with a TSS-value lower as this option will be flagged for review (flagged as uncertain).","Each valid transaction returnes a RealScore (0 - 100). RealScore is Realex???s proprietary Transaction Suitability Scoring (TSS) system. A transaction suitability score is a score assigned to a transaction based on rules configured by you, highlighting potentially suspicious transactions which can be flagged for review. Realscore can also be implemented with automatic transaction checking, where transactions which break certain predefined rules or which return a low score can be automatically declined. The TSS-value set here, acts as a lower bound for transactions. Each transaction with a TSS-value lower as this option will be flagged for review (flagged as uncertain)."
"Each valid transaction returnes a RealScore (0 - 100). RealScore is Realex’s proprietary Transaction Suitability Scoring (TSS) system. A transaction suitability score is a score assigned to a transaction based on rules configured by you, highlighting potentially suspicious transactions which can be flagged for review. Realscore can also be implemented with automatic transaction checking, where transactions which break certain predefined rules or which return a low score can be automatically declined. The TSS-value set here, acts as a lower bound for transactions. Each transaction with a TSS-value lower as this option will be flagged for review (flagged as uncertain).","Each valid transaction returnes a RealScore (0 - 100). RealScore is Realex’s proprietary Transaction Suitability Scoring (TSS) system. A transaction suitability score is a score assigned to a transaction based on rules configured by you, highlighting potentially suspicious transactions which can be flagged for review. Realscore can also be implemented with automatic transaction checking, where transactions which break certain predefined rules or which return a low score can be automatically declined. The TSS-value set here, acts as a lower bound for transactions. Each transaction with a TSS-value lower as this option will be flagged for review (flagged as uncertain)."
"Edit","Bewerken"
"Edit Invoice %s","Edit Invoice %s"
"Email Address","Email Address"
"Empty version number field name","Empty version number field name"
"Enable or disable logging.","Enable or disable logging."
"Enable the payment method","Betaalmethode inschakelen"
"Enabled","Ingeschakeld"
"Encryption algorithm","Encryption algorithm"
"Enter the date on which your card expires.","Voer de vervaldatum van de kaart"
"Enter the subaccount you want to use for this shop. You need to contact Realex in order to set up new subaccounts. The default subacount is 'internet'.","Voer de sub-account die u wilt gebruiken voor deze shop. U moet contact opnemen met Realex om het opzetten van nieuwe subaccounts. De standaard sub-account is 'internet'."
"Error with the length of the validation date.","Error with the length of the validation date."
"Excl. Tax","Excl. belasting"
"External Checkout","External Checkout"
"External Checkout: Guest Checkout","External Checkout: Guest Checkout"
"Failed","Mislukt"
"Failed payment authorization.","Mislukte betaling toestemming."
"Figure !number:","Figure !number:"
"For the Transaction Feedback please send the URL that is generated in the main module to Realex (<a href='mailto:support@realexpayments.com'>support@realexpayments.com</a>)","For the Transaction Feedback please send the URL that is generated in the main module to Realex (<a href='mailto:support@realexpayments.com'>support@realexpayments.com</a>)"
"Force 3DSecure transaction, if customer is enrolled for 3DSecure. If not enrolled go on without 3DSecure.","Force 3D Secure transactie, wordt als klant ingeschreven voor 3D Secure. Indien niet ingeschreven op gaan zonder 3D Secure."
"Forgot Your Password?","Forgot Your Password?"
"Forgot your password?","Forgot your password?"
"Full 3D Secure – cardholder enrolled","Volledige 3D Secure - kaarthouder ingeschreven"
"Get Update","Get Update"
"Here you can insert a transaction prefix. The prefix allows you to change the transaction number that is transmitted to Realex. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Hier kunt u een transactie prefix te voegen. Het voorvoegsel kunt u het transactienummer dat op Realex wordt overgebracht veranderen. Het voorvoegsel moet de tag {id} bevatten. Het zal dan worden vervangen door het ordernummer (bijvoorbeeld name_ {id})."
"Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Here you may enter the shop id added to allow multiple stores with the same Realex account.","Hier kunt u de winkel-id toegevoegd aan meerdere winkels toe met dezelfde Realex account in te voeren."
"Het kiezen van de encryptie-algoritme dat wordt gebruikt voor de ondertekening. Realex beveelt SHA1 gebruiken.","Het kiezen van de encryptie-algoritme dat wordt gebruikt voor de ondertekening. Realex beveelt SHA1 gebruiken."
"Hide","Hide"
"I: Problem with check","I: Problem with check"
"IBAN","IBAN"
"IBAN number","IBAN-nummer"
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","Als er slechts een product op voorraad is en de betaling van de klant (de exacte koopt dit product) faalt, zolang het product wordt gereserveerd tot de bestelling wordt geannuleerd (zie Time-out optie). Schakel deze optie in als u NIET wilt dat het product zal worden gereserveerd. Bestellingen met een mislukte of afgebroken status van de betaling wordt meteen geannuleerd."
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled."
"If it is not applicable leave the field empty.","Als het niet van toepassing laat het veld leeg."
"If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","Als de status 'Pending' het is onduidelijk of de transactie met succes zal worden geannuleerd."
"If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","Als de status 'Pending' het is onduidelijk of de transactie met succes zal worden vastgelegd."
"If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","Als de status 'Pending' het is onduidelijk of de transactie met succes zal worden terugbetaald."
"If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"If this error persists please contact Realex.","Als deze fout zich blijft voordoen, neem dan contact Realex."
"If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information."
"If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Image Brand Selection","Image Brand Selection"
"In order to be able to open the Payment Page of Realex you must transmit the IP address of your server to Realex.","In order to be able to open the Payment Page of Realex you must transmit the IP address of your server to Realex."
"In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
"In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Inactive","Inactief"
"Incl. Tax","Incl. belasting"
"Information","Information"
"Invalid CVC provided.","Ongeldige CVC verstrekt."
"Invalid login or password.","Invalid login or password."
"Invoice Items","Factuur items"
"Invoice Settlement","Invoice Settlement"
"Invoice Totals","Factuurtotalen"
"Invoice settlement","Creatie van de rekening"
"Invoice was created successfully","Het rekening is gemaakt met goed gevolg"
"Invoices","Facturen"
"Issue Number","Albumreeks"
"It is not possible to checkout in your country.","It is not possible to checkout in your country."
"Item","Item"
"Items","Items"
"Items Refunded","Items Refunded"
"JCB","JCB"
"Laser","Laser"
"Live HMAC Key","Live HMAC Key"
"Live Identifier (PBX_IDENTIFIANT)","Live Identifier (PBX_IDENTIFIANT)"
"Live Mode","Live Mode"
"Live Mode in Live Environment","Live Modus in de live omgeving"
"Live Password","Live Password"
"Live Rang (PBX_RANG)","Live Rang (PBX_RANG)"
"Live Site ID (PBX_SITE)","Live Site ID (PBX_SITE)"
"Logging","Logging"
"Login","Login"
"Login & Register","Login & Register"
"Login and password are required.","Login and password are required."
"M: Matched","M: Matched"
"MD5","MD5"
"Mail order/telephone order authorization","Mail order/telephone order machtiging"
"Manage Stores","Beheer winkels"
"Manage Realex Aliases","Manage Realex Aliases"
"Mark all Transaction as certain","Markeer alle transacties als bepaalde."
"MasterCard","MasterCard"
"Maximum Order Total","Maximum Bestel Total"
"Merchant 3D Secure – cardholder not enrolled or attempt to authenticate acknowledged","Merchant 3D Secure - kaarthouder niet ingeschreven of trachten erkend te authenticeren"
"Merchant ID","Merchant ID"
"Merchant ID MOTO","Merchant ID MoTo"
"Message","Bericht"
"Method Title","Method Title"
"Minimum Order Total","Minimum Bestel Total"
"Month","Maand"
"My Realex Aliases","My Realex Aliases"
"N: Not Matched","N: Not Matched"
"Never use 3DSecure","Gebruik nooit 3D Secure"
"New Order","New Order"
"New Order Status","Niewe bestelstatus"
"New card","New card"
"Next Update Execution Date","Next Update Execution Date"
"No","Geen"
"No CVC code set.","Geen CVC code gegeven."
"No IBAN set.","Geen IBAN gegeven."
"No Items","No Items"
"No account holder set.","Geen rekeninghouder gegeven."
"No additional payment information available.","Geen extra betaling informatie beschikbaar."
"No authorization method found for payment method !method.","Geen vergunning methode gevonden voor de betalingswijze"
"No button returned.","Geen knop terug."
"No card expiry month is invalid.","De kaart vervalmaand is ongeldig."
"No card expiry month set.","Geen kaart vervalmaand gegeven."
"No card expiry year is invalid.","Het verstrijken jaar is ongeldig."
"No card expiry year set.","Geen kaart verstrijken jaar set."
"No card holder set.","Geen kaarthouder gegeven."
"No refund possible.","Geen terugbetaling mogelijk"
"No shipping method needed.","No shipping method needed."
"No, use the dropdown.","No, use the dropdown."
"Non 3D Secure transaction.","Non 3D Secure transactie"
"Notification URL","URL van de kennisgeving"
"Only an authorized transaction can be marked as finally declined.","Only an authorized transaction can be marked as finally declined."
"Only an uncertain transaction can be marked as finally declined.","Only an uncertain transaction can be marked as finally declined."
"Only authorized transaction can be cancelled.","Alleen geautoriseerde transacties kan worden geannuleerd."
"Only authorized transaction can be captured.","Alleen geautoriseerde transacties kunnen worden geregistreerd"
"Only authorized transaction can be refunded.","Alleen geautoriseerde transacties kunnen worden bijgeschreven."
"Only captured transaction can be refunded.","Alleen opgenomen transacties kunnen worden bijgeschreven."
"Only on captured transaction the flag customer refusing to pay can be set.","Only on captured transaction the flag customer refusing to pay can be set."
"Operation Mode","Operation Mode"
"Optionally: Activate the 3D-secure.","Optionally: Activate the 3D-secure."
"Optionally: Activate the transaction suitability score.","Optionally: Activate the transaction suitability score."
"Optionally: Alias manager. You need the alias manager in order to use subscriptions.","Optionally: Alias manager. You need the alias manager in order to use subscriptions."
"Order #","Order #"
"Order Grand Total","Bestel Grand Total"
"Order Information","Order Information"
"Order Prefix","Order Prefix"
"Order Review","Order Review"
"Order Summary","Order Summary"
"Order Total","Order Total"
"Order cancelled, because the customer was too long in the payment process of Realex.","De bestelling is geannuleerd omdat de klant was te lang gevestigd in het betalingsproces van Realex."
"Order was placed using %s","Order was placed using %s"
"Orders","Orders"
"Orders with with payments that are longer pending than the specified timeout in minutes are cancelled automatically.","Bestellingen waarvan de betaling is in behandeling langer dan de gedefinieerde time-out in minuten automatisch geannuleerd. Om deze functie moet je setup Magento cron gebruiken."
"Our acquire doesn't support Realex-Payments-recurring-sequences.","Our acquire doesn't support Realex-Payments-recurring-sequences."
"Our acquire don't support Realex-Payments-recurring-sequences.","Onze verwerver niet ondersteunt Recurring Sequences."
"Our acquire support Realex-Payments-recurring-sequences.","Onze verwerver ondersteunt Recurring Sequences."
"P: Partial Match","P: Partial Match"
"Paid Amount","Betaalde bedrag"
"Partial refund not possible. You may retry with the total transaction amount.","Gedeeltelijke terugbetaling is niet mogelijk. Het bedrag hoger is dan het totale bedrag."
"Password","Password"
"Password and password confirmation are not equal.","Password and password confirmation are not equal."
"Pay with ____paymentMethodName____","Pay with ____paymentMethodName____"
"Payment","Payment"
"Payment ID","Betaling ID"
"Payment Id","Betaling ID"
"Payment Information","betaling informatie"
"Payment Method","Betalingsmethode"
"Payment captured successfully.","Betaling succes gevangen."
"Payment could not be authorized. Cancelling order. Reason :","De betaling is niet geatoriseerde. De bestelling wordt geannuleerd. Reden:"
"Payment details can be entered after placing the order","Betaling informatie kan worden ingevoerd na het plaatsen van de bestelling"
"Payment from Applicable Countries","Payment from Applicable Countries"
"Payment from Specific Countries","Payment from Specific Countries"
"Payment from applicable countries","Betaling van de toepasselijke landen"
"Payment from specific countries","Betaling van specifieke landen"
"Payment is pending at RealexCw","Betaling in behandeling bij RealexCw"
"Payment method description","Beschrijving van de betaalmethode"
"Payment with %s","Payment with %s"
"Payment with Realex","Betalen met Realex"
"Payments may be updated periodically (interval in minutes). To use this feature you have to setup magento cron","Betalingen kunnen automatisch worden bijgewerkt (in minuten) via API (indien ingeschakeld). Om de functie te gebruiken, moet de Magento Cron worden ingeschakeld."
"Pending","Pending"
"Pending RealexCw","Pending RealexCw"
"Place Order","Place Order"
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Please check the entered CVC number.","Controleer de ingevoerde CVC nummer."
"Please check the entered credit card number.","Controleer de ingevoerde creditcardnummer."
"Please contact the merchant.","Neem dan contact op met de handelaar."
"Please enter here the Bank Identifier Code (BIC).","Vul hier de Bank Identifier Code (BIC)."
"Please enter here the CVC code from your card. You find the code on the back of the card.","Voer hier het CVC uw kaart in te voeren. U kunt dit vinden op de achterkant van uw creditcard."
"Please enter here the International Bank Account Number (IBAN).","Voer hier het International Bank Account Number (IBAN)."
"Please enter here the account holder name on the card.","Vul hier de naam rekeninghouder op de kaart."
"Please enter here the account holder name.","Vul hier de naam van de rekeninghouder."
"Please enter here the account number of your bank account.","Vul het rekeningnummer van uw bankrekening in te voeren"
"Please enter here the bank code of your bank.","Vul hier de bankcode van uw bank in te voeren"
"Please enter here the card holder name on the card.","Geef de kaarthouder een"
"Please enter here the commercial number of your company.","Vul hier het commerciële nummer van uw bedrijf."
"Please enter here the name of the account owner.","Vul de naam van de rekeninghouder in te voeren"
"Please enter here the number on your card.","Vul het kaartnummer van uw creditcard in te voeren"
"Please enter here the sales tax number of your company.","Vul hier de omzetbelasting nummer van uw bedrijf."
"Please enter here your social security number.","Vul hier uw sofi-nummer."
"Please enter the BIC number.","Vul het BIC-nummer."
"Please enter the location of your bank.","Vul de locatie van uw bank."
"Please enter the name of your bank.","Vul de naam van uw bank."
"Please enter your IBAN number.","Gelieve uw IBAN-nummer."
"Please enter your issue number, if there is no CVC code on your card.","Vul uw probleem nummer als er geen CVC code op uw kaart."
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support","Gelieve knipperen of de opslag cache uit te schakelen en probeer het opnieuw. Als dit niet helpt, moet u de machtiging methode om Payment Page en contact <a href=""%s"" target=""_blank"">sellXed</a>.', 'http://www.sellxed.com/en/support"
"Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Please log in below:","Please log in below:"
"Please select","Selecteer aub"
"Please select a shipping method before sending the order.","Please select a shipping method before sending the order."
"Please select the Bank Identifier Code (BIC) of your bank.","Selecteer de Bank Identifier Code (BIC) van uw bank."
"Please select the day of your birth.","Kies de dag van je geboorte."
"Please select the expiry month on your card.","Selecteer de mot van vervaldatum op uw kaart."
"Please select the expiry year on your card.","Vul datum van de kaart de vervaldatum in te voeren"
"Please select the month of your birth.","Kies de maand van je geboorte."
"Please select the the year of your birth.","Selecteer het het jaar van uw geboorte."
"Please send the notification URL and the IP address of the server to <a href='mailto:support@realexpayments.com'>support@realexpayments.com</a>. You can find both information below.","Please send the notification URL and the IP address of the server to <a href='mailto:support@realexpayments.com'>support@realexpayments.com</a>. You can find both information below."
"Please wait, processing your order...","Please wait, processing your order..."
"Price","Prijs"
"Product","Product"
"Product Name","Product Name"
"Purchase Point","Purchase Point"
"Qty","Hoeveelheid"
"RealVault Security Measure","RealVault Beveiligingsmaatregel"
"Rebate Password","Rebate Password"
"Recurring Payments","Recurring Payments"
"Recurring Sequences","Recurring Sequences"
"Redirect","Redirect"
"Refund Amount","Terug te betalen bedrag"
"Refund ID","Refund ID"
"Refund amount","Terug te betalen bedrag"
"Refund failed with message: !message","Terugbetaling is mislukt met bericht: !message"
"Refund information","Informatie van de terugbetaling"
"Refund status","Status van de restitutie"
"Refunded Amount","Bedrag gecrediteerd"
"Refunds","Refunds"
"Register","Register"
