"This feature provides the possibility to populate the particular SEO information for the specific filter+category combination. For the mass generation of such information on several (or all) categories, use the <a target=""_blank"" href=""https://support.mageworx.com/manuals/templates/#category-filter-templates"">SEO Category Filter Templates</a>.","This feature provides the possibility to populate the particular SEO information for the specific filter+category combination. For the mass generation of such information on several (or all) categories, use the <a target=""_blank"" href=""https://support.mageworx.com/manuals/templates/#category-filter-templates"">SEO Category Filter Templates</a>."
"Enable Category Filter Functionality ▾","Enable Category Filter Functionality ▾"
"&nbsp;&nbsp;&nbsp;&nbsp;SEO Filters for Multiple Filter Selection","&nbsp;&nbsp;&nbsp;&nbsp;SEO Filters for Multiple Filter Selection"
"Handles the situation when several category filters are applied by the customer at the same time. Set Do Not Use to hide the SEO information in this case. Select Use By Attribute Position to show the SEO information for the filter with the highest <a target=""_blank"" href=""https://support.mageworx.com/images/manuals/seosuite/image181.png"">attribute position</a>","Handles the situation when several category filters are applied by the customer at the same time. Set Do Not Use to hide the SEO information in this case. Select Use By Attribute Position to show the SEO information for the filter with the highest <a target=""_blank"" href=""https://support.mageworx.com/images/manuals/seosuite/image181.png"">attribute position</a>"
"Add New SEO for Category Filter","Add New SEO for Category Filter"
"Delete items","Delete items"
"Are you sure you wan't to delete selected items?","Are you sure you wan't to delete selected items?"
ID,ID
"Attribute Name","Attribute Name"
"Attribute Value Label","Attribute Value Label"
"Category ID (Name)","Category ID (Name)"
